path	outcome	solver_names	models	engines	relations	ms	detail
Career/Hotels at Home/3. HaH EU/Product Files/KEM/Contenu/ES_DE/Batch-02-Bedding-Product-Descriptions.xlsx	ok	0	0			1407	
Career/Hotels at Home/3. HaH EU/Product Files/KEM/Contenu/ES_DE/Batch-03-Bath_Product-Descriptions.xlsx	ok	0	0			18	
Career/Hotels at Home/3. HaH EU/Product Files/KEM/Contenu/ES_DE/Batch-04-Exclusives_Product-Descriptions.xlsx	ok	0	0			1368	
Career/Hotels at Home/3. HaH EU/Product Files/KEM/Contenu/ES_DE/Batch-05-Homepage.xlsx	ok	0	0			1496	
Career/Hotels at Home/3. HaH EU/Product Files/KEM/Contenu/ES_DE/Batch-06-Meta_Descriptions_Titles.xlsx	ok	0	0			27	
Career/Hotels at Home/3. HaH EU/Product Files/KEM/Contenu/ES_DE/Batch-07-Email-Signup_Light_Box.xlsx	ok	0	0			1344	
Career/Hotels at Home/3. HaH EU/Product Files/KEM/Contenu/ES_DE/Batch-08-Category_SEO_Headline.xlsx	ok	0	0			30	
Career/Hotels at Home/3. HaH EU/Product Files/KEM/Contenu/ES_DE/Received/Batch-01-Category_German_Spanish_delivered 25 Oct.xlsx	ok	0	0			1396	
Career/Hotels at Home/3. HaH EU/Product Files/KEM/Contenu/ES_DE/Received/Batch-02-Bedding-Product-Descriptions_German_Spanish_delivered 25Oct.xlsx	ok	0	0			32	
Career/Hotels at Home/3. HaH EU/Product Files/KEM/Contenu/ES_DE/Received/Batch-03-Bath_Product-Descriptions German_Spanish_delivered 25Oct.xlsx	ok	0	0			22	
Career/Hotels at Home/3. HaH EU/Product Files/KEM/Contenu/ES_DE/Received/Batch-04-Exclusives_Product-Descriptions German_Spanish_delivered 25Oct.xlsx	ok	0	0			1267	
Career/Hotels at Home/3. HaH EU/Product Files/KEM/Contenu/ES_DE/Received/Batch-05-Homepage German_Spanish_delivered 25Oct.xlsx	ok	0	0			3	
Career/Hotels at Home/3. HaH EU/Product Files/KEM/Contenu/ES_DE/Received/Batch-06-Meta_Descriptions_Titles German_Spanish_delivered 27Oct.xlsx	ok	0	0			33	
Career/Hotels at Home/3. HaH EU/Product Files/KEM/Contenu/ES_DE/Received/Batch-07-Email-Signup_Light_Box German_Spanish_delivered 27Oct.xlsx	ok	0	0			1206	
Career/Hotels at Home/3. HaH EU/Product Files/KEM/Contenu/ES_DE/Received/Batch-08-Category_SEO_Headline German_Spanish_delivered 27Oct.xlsx	ok	0	0			1365	
Career/Hotels at Home/3. HaH EU/Product Files/KEM/Contenu/ES_DE/Samples/Batch-01-Category_German_Spanish_Samples 15Oct.xlsx	ok	0	0			11	
Career/Hotels at Home/3. HaH EU/Product Files/KEM/Contenu/ES_DE/Samples/Batch-02-Bedding-Product-Descriptions_German_Spanish_Samples 15Oct.xlsx	ok	0	0			21	
Career/Hotels at Home/3. HaH EU/Product Files/KEM/Contenu/FR/Batch-01-Category.xlsx	ok	0	0			1245	
Career/Hotels at Home/3. HaH EU/Product Files/KEM/Contenu/FR/Batch-02-Bedding-Product-Descriptions.xlsx	ok	0	0			16	
Career/Hotels at Home/3. HaH EU/Product Files/KEM/Contenu/FR/Batch-03-Bath_Product-Descriptions.xlsx	ok	0	0			1589	
Career/Hotels at Home/3. HaH EU/Product Files/KEM/Contenu/FR/Batch-04-Exclusives_Product-Descriptions.xlsx	ok	0	0			13	
Career/Hotels at Home/3. HaH EU/Product Files/KEM/Contenu/FR/Batch-05-Homepage.xlsx	ok	0	0			2	
Career/Hotels at Home/3. HaH EU/Product Files/KEM/Contenu/FR/Batch-06_Meta_descriptions.xlsx	ok	0	0			1843	
Career/Hotels at Home/3. HaH EU/Product Files/KEM/Contenu/FR/Correction/Batch-01-CategoryOK.xlsx	ok	0	0			19	
Career/Hotels at Home/3. HaH EU/Product Files/KEM/Contenu/FR/Correction/Batch-02-Bedding-Product-DescriptionsOK.xlsx	ok	0	0			15	
Career/Hotels at Home/3. HaH EU/Product Files/KEM/Contenu/FR/Correction/Batch-03-Bath_Product-Descriptions.xlsx	ok	0	0			1431	
Career/Hotels at Home/3. HaH EU/Product Files/KEM/Contenu/FR/Correction/Batch-04-Exclusives_Product-Descriptions.xlsx	ok	0	0			13	
Career/Hotels at Home/3. HaH EU/Product Files/KEM/Contenu/FR/Correction/Batch-05-Homepage.xlsx	ok	0	0			2	
Career/Hotels at Home/3. HaH EU/Product Files/KEM/Contenu/FR/Correction/Batch-06_Meta_descriptions.xlsx	ok	0	0			7	
Career/Hotels at Home/3. HaH EU/Product Files/KEM/Contenu/FR/FR_Meta_Titles.xlsx	ok	0	0			31	
Career/Hotels at Home/3. HaH EU/Product Files/KEM/Contenu/FR/Reception 18-10/Batch-01-CategoryOK.xlsx	ok	0	0			8	
Career/Hotels at Home/3. HaH EU/Product Files/KEM/Contenu/FR/Reception 18-10/Batch-02-Bedding-Product-DescriptionsOK.xlsx	ok	0	0			9	
Career/Hotels at Home/3. HaH EU/Product Files/KEM/Contenu/FR/Reception 18-10/Batch-03-Bath_Product-Descriptions.xlsx	ok	0	0			1446	
Career/Hotels at Home/3. HaH EU/Product Files/KEM/Contenu/FR/Reception 18-10/Batch-04-Exclusives_Product-Descriptions.xlsx	ok	0	0			14	
Career/Hotels at Home/3. HaH EU/Product Files/KEM/Contenu/FR/Reception 18-10/Batch-05-Homepage.xlsx	ok	0	0			1290	
Career/Hotels at Home/3. HaH EU/Product Files/KEM/Contenu/FR/Reception 18-10/Batch-06_Meta_descriptions.xlsx	ok	0	0			8	
Career/Hotels at Home/3. HaH EU/Product Files/KEM/Contenu/FR/Reception 18-10/Simple Sitemap.xlsx	ok	0	0			1211	
Career/Hotels at Home/3. HaH EU/Product Files/KEM/Contenu/KEM - List of Cookies - French.xlsx	ok	0	0			9	
Career/Hotels at Home/3. HaH EU/Product Files/KEM/Contenu/KEM - List of Cookies - German_Spanish delivered 6Dec.xlsx	ok	0	0			16	
Career/Hotels at Home/3. HaH EU/Product Files/KEM/Contenu/Kempinski Boutique - Privacy Policy & Terms of use - French copy.xlsx	ok	0	0			4	
Career/Hotels at Home/3. HaH EU/Product Files/KEM/Contenu/Kempinski Boutique - Privacy Policy & Terms of use - German copy.xlsx	ok	0	0			3	
Career/Hotels at Home/3. HaH EU/Product Files/KEM/Contenu/Kempinski Boutique - Privacy Policy & Terms of use - Spanish copy.xlsx	ok	0	0			3	
Career/Hotels at Home/3. HaH EU/Product Files/KEM/Contenu/Simple Sitemap.xlsx	ok	0	0			11	
Career/Hotels at Home/3. HaH EU/Product Files/KEM/Export_SKUS_SL.xlsx	ok	0	0			4	
Career/Hotels at Home/3. HaH EU/Product Files/KEM/Export_SKUS_SL_1310.xlsx	ok	0	0			1319	
Career/Hotels at Home/3. HaH EU/Product Files/KEM/Imports/DE/KEM_import_grouped_DE.xlsx	ok	0	0			7	
Career/Hotels at Home/3. HaH EU/Product Files/KEM/Imports/DE/KEM_import_simple_not visible_DE.xlsx	ok	0	0			9	
Career/Hotels at Home/3. HaH EU/Product Files/KEM/Imports/DE/KEM_import_visible_products_DE.xlsx	ok	0	0			1401	
Career/Hotels at Home/3. HaH EU/Product Files/KEM/Imports/EN/CSV/Manage stock/Stock KEM.xlsx	ok	0	0			3307	
Career/Hotels at Home/3. HaH EU/Product Files/KEM/Imports/EN/KEM_import_grouped_EN.xlsx	ok	0	0			5	
Career/Hotels at Home/3. HaH EU/Product Files/KEM/Imports/EN/KEM_import_hreflangs.xlsx	ok	0	0			1353	
Career/Hotels at Home/3. HaH EU/Product Files/KEM/Imports/EN/KEM_import_retails.xlsx	ok	0	0			1372	
Career/Hotels at Home/3. HaH EU/Product Files/KEM/Imports/EN/KEM_import_simple_not visible_EN.xlsx	ok	0	0			20	
Career/Hotels at Home/3. HaH EU/Product Files/KEM/Imports/EN/KEM_import_upsells.xlsx	ok	0	0			14	
Career/Hotels at Home/3. HaH EU/Product Files/KEM/Imports/EN/KEM_import_visible_products_EN.xlsx	ok	0	0			1248	
Career/Hotels at Home/3. HaH EU/Product Files/KEM/Imports/ES/KEM_import_grouped_ES.xlsx	ok	0	0			5	
Career/Hotels at Home/3. HaH EU/Product Files/KEM/Imports/ES/KEM_import_simple_not visible_ES.xlsx	ok	0	0			1531	
Career/Hotels at Home/3. HaH EU/Product Files/KEM/Imports/ES/KEM_import_visible_products_ES.xlsx	ok	0	0			7466	
Career/Hotels at Home/3. HaH EU/Product Files/KEM/Imports/FR/KEM_import_grouped_FR.xlsx	ok	0	0			5	
Career/Hotels at Home/3. HaH EU/Product Files/KEM/Imports/FR/KEM_import_simple_not visible_FR.xlsx	ok	0	0			7	
Career/Hotels at Home/3. HaH EU/Product Files/KEM/Imports/FR/KEM_import_visible_products_FR.xlsx	ok	0	0			1660	
Career/Hotels at Home/3. HaH EU/Product Files/KEM/Imports/Manage Stock/Back_in_stock_KEM_DE.xlsx	ok	0	0			3	
Career/Hotels at Home/3. HaH EU/Product Files/KEM/Imports/Manage Stock/Back_in_stock_KEM_ES.xlsx	ok	0	0			2	
Career/Hotels at Home/3. HaH EU/Product Files/KEM/Imports/Manage Stock/Back_in_stock_KEM_FR.xlsx	ok	0	0			3	
Career/Hotels at Home/3. HaH EU/Product Files/KEM/KEM-retail.xlsx	ok	0	0			1358	
Career/Hotels at Home/3. HaH EU/Product Files/KEM/KEM_Grouped_Product_Creation.xlsx	ok	0	0			1240	
Career/Hotels at Home/3. HaH EU/Product Files/KEM/KEM_SL_Retail_Prices.xlsx	ok	0	0			13	
Career/Hotels at Home/3. HaH EU/Product Files/LEM/Imports/DE/LEM_import_cat_search_DE.xlsx	ok	0	0			1358	
Career/Hotels at Home/3. HaH EU/Product Files/LEM/Imports/DE/LEM_import_grouped_DE.xlsx	ok	0	0			6	
Career/Hotels at Home/3. HaH EU/Product Files/LEM/Imports/DE/LEM_import_simple_not visible_DE.xlsx	ok	0	0			1228	
Career/Hotels at Home/3. HaH EU/Product Files/LEM/Imports/EN/LEM_import_cat_search_EN.xlsx	ok	0	0			1360	
Career/Hotels at Home/3. HaH EU/Product Files/LEM/Imports/EN/LEM_import_grouped_EN.xlsx	ok	0	0			7	
Career/Hotels at Home/3. HaH EU/Product Files/LEM/Imports/EN/LEM_import_simple_not visible_EN.xlsx	ok	0	0			12	
Career/Hotels at Home/3. HaH EU/Product Files/LEM/Imports/ES/LEM_import_cat_search_ES.xlsx	ok	0	0			1347	
Career/Hotels at Home/3. HaH EU/Product Files/LEM/Imports/ES/LEM_import_grouped_ES.xlsx	ok	0	0			6	
Career/Hotels at Home/3. HaH EU/Product Files/LEM/Imports/ES/LEM_import_simple_not visible_ES.xlsx	ok	0	0			7	
Career/Hotels at Home/3. HaH EU/Product Files/LEM/Imports/FR/LEM_import_cat_search_FR.xlsx	ok	0	0			1354	
Career/Hotels at Home/3. HaH EU/Product Files/LEM/Imports/FR/LEM_import_grouped_FR.xlsx	ok	0	0			6	
Career/Hotels at Home/3. HaH EU/Product Files/LEM/Imports/FR/LEM_import_simple_not visible_FR.xlsx	ok	0	0			8	
Career/Hotels at Home/3. HaH EU/Product Files/LEM/Imports/LEM_import_retail.xlsx	ok	0	0			1398	
Career/Hotels at Home/3. HaH EU/Product Files/LEM/LEM_Grouped_Product_Creation.xlsx	ok	0	0			1309	
Career/Hotels at Home/3. HaH EU/Product Files/LEM/LEM_SKU_List.xlsx	ok	0	0			9	
Career/Hotels at Home/3. HaH EU/Product Files/LUXEU/LUXEU_DE/LUXEU_import_grouped_DE.xlsx	ok	0	0			7	
Career/Hotels at Home/3. HaH EU/Product Files/LUXEU/LUXEU_DE/LUXEU_import_kit_configurable_DE.xlsx	ok	0	0			11	
Career/Hotels at Home/3. HaH EU/Product Files/LUXEU/LUXEU_DE/LUXEU_import_simples_cat_search_DE.xlsx	ok	0	0			6	
Career/Hotels at Home/3. HaH EU/Product Files/LUXEU/LUXEU_DE/LUXEU_import_simples_not_visible_DE.xlsx	ok	0	0			9	
Career/Hotels at Home/3. HaH EU/Product Files/LUXEU/LUXEU_EN/LUXEU_import_grouped_EN.xlsx	ok	0	0			1243	
Career/Hotels at Home/3. HaH EU/Product Files/LUXEU/LUXEU_EN/LUXEU_import_kit_configurable_EN.xlsx	ok	0	0			1374	
Career/Hotels at Home/3. HaH EU/Product Files/LUXEU/LUXEU_EN/LUXEU_import_related_skus.xlsx	ok	0	0			2	
Career/Hotels at Home/3. HaH EU/Product Files/LUXEU/LUXEU_EN/LUXEU_import_simples_cat_search_EN.xlsx	ok	0	0			12	
Career/Hotels at Home/3. HaH EU/Product Files/LUXEU/LUXEU_EN/LUXEU_import_simples_not_visible_EN.xlsx	ok	0	0			1374	
Career/Hotels at Home/3. HaH EU/Product Files/LUXEU/LUXEU_ES/LUXEU_import_grouped_ES.xlsx	ok	0	0			7	
Career/Hotels at Home/3. HaH EU/Product Files/LUXEU/LUXEU_ES/LUXEU_import_kit_configurable_ES.xlsx	ok	0	0			11	
Career/Hotels at Home/3. HaH EU/Product Files/LUXEU/LUXEU_ES/LUXEU_import_simples_cat_search_ES.xlsx	ok	0	0			7	
Career/Hotels at Home/3. HaH EU/Product Files/LUXEU/LUXEU_ES/LUXEU_import_simples_not_visible_ES.xlsx	ok	0	0			9	
Career/Hotels at Home/3. HaH EU/Product Files/LUXEU/LUXEU_FR/LUXEU_import_grouped_FR.xlsx	ok	0	0			1499	
Career/Hotels at Home/3. HaH EU/Product Files/LUXEU/LUXEU_FR/LUXEU_import_kit_configurable_FR.xlsx	ok	0	0			1292	
Career/Hotels at Home/3. HaH EU/Product Files/LUXEU/LUXEU_FR/LUXEU_import_simples_cat_search_FR.xlsx	ok	0	0			9	
Career/Hotels at Home/3. HaH EU/Product Files/LUXEU/LUXEU_FR/LUXEU_import_simples_not_visible_FR.xlsx	ok	0	0			11	
Career/Hotels at Home/3. HaH EU/Product Files/MAN/MAN_DE/MAN_import_cat_search_DE.xlsx	ok	0	0			1433	
Career/Hotels at Home/3. HaH EU/Product Files/MAN/MAN_DE/MAN_import_grouped_DE.xlsx	ok	0	0			1449	
Career/Hotels at Home/3. HaH EU/Product Files/MAN/MAN_DE/MAN_import_simples_not_visible_DE.xlsx	ok	0	0			1314	
Career/Hotels at Home/3. HaH EU/Product Files/MAN/MAN_EN/CSV/manage stock/Stock MAN.xlsx	ok	0	0			3067	
Career/Hotels at Home/3. HaH EU/Product Files/MAN/MAN_EN/MAN_Import_configurables_EN.xlsx	ok	0	0			1309	
Career/Hotels at Home/3. HaH EU/Product Files/MAN/MAN_EN/MAN_import_ALL_CONTENT_EN.xlsx	ok	0	0			1497	
Career/Hotels at Home/3. HaH EU/Product Files/MAN/MAN_EN/MAN_import_grouped_EN.xlsx	ok	0	0			1239	
Career/Hotels at Home/3. HaH EU/Product Files/MAN/MAN_EN/MAN_import_hreflangs.xlsx	ok	0	0			1494	
Career/Hotels at Home/3. HaH EU/Product Files/MAN/MAN_EN/MAN_import_retails.xlsx	ok	0	0			1465	
Career/Hotels at Home/3. HaH EU/Product Files/MAN/MAN_EN/MAN_import_simples_cat_search_EN.xlsx	ok	0	0			46	
Career/Hotels at Home/3. HaH EU/Product Files/MAN/MAN_EN/MAN_import_simples_not_visible_EN.xlsx	ok	0	0			1366	
Career/Hotels at Home/3. HaH EU/Product Files/MAN/MAN_EN/MAN_import_upsells.xlsx	ok	0	0			1604	
Career/Hotels at Home/3. HaH EU/Product Files/MAN/MAN_ES/MAN_import_cat_search_ES.xlsx	ok	0	0			1454	
Career/Hotels at Home/3. HaH EU/Product Files/MAN/MAN_ES/MAN_import_grouped_ES.xlsx	ok	0	0			1271	
Career/Hotels at Home/3. HaH EU/Product Files/MAN/MAN_ES/MAN_import_simples_not_visible_ES.xlsx	ok	0	0			1227	
Career/Hotels at Home/3. HaH EU/Product Files/MAN/MAN_FR/MAN_import_cat_search_FR.xlsx	ok	0	0			35	
Career/Hotels at Home/3. HaH EU/Product Files/MAN/MAN_FR/MAN_import_grouped_FR.xlsx	ok	0	0			1494	
Career/Hotels at Home/3. HaH EU/Product Files/MAN/MAN_FR/MAN_import_simples_not_visible_FR.xlsx	ok	0	0			1307	
Career/Hotels at Home/3. HaH EU/Product Files/MAN/MAN_Grouped_Product_Creation.xlsx	ok	0	0			124	
Career/Hotels at Home/3. HaH EU/Product Files/MAN/New products 2022/DE/MAN_import_cat_search_DE.xlsx	ok	0	0			13	
Career/Hotels at Home/3. HaH EU/Product Files/MAN/New products 2022/DE/MAN_import_simples_not_visible_DE.xlsx	ok	0	0			1129	
Career/Hotels at Home/3. HaH EU/Product Files/MAN/New products 2022/EN/MAN_Import_configurables_EN.xlsx	ok	0	0			1346	
Career/Hotels at Home/3. HaH EU/Product Files/MAN/New products 2022/EN/MAN_import_simples_cat_search_EN.xlsx	ok	0	0			17	
Career/Hotels at Home/3. HaH EU/Product Files/MAN/New products 2022/EN/MAN_import_simples_not_visible_EN.xlsx	ok	0	0			1441	
Career/Hotels at Home/3. HaH EU/Product Files/MAN/New products 2022/ES/MAN_import_cat_search_ES.xlsx	ok	0	0			24	
Career/Hotels at Home/3. HaH EU/Product Files/MAN/New products 2022/ES/MAN_import_simples_not_visible_ES.xlsx	ok	0	0			1171	
Career/Hotels at Home/3. HaH EU/Product Files/MAN/New products 2022/FR/MAN_import_cat_search_FR.xlsx	ok	0	0			27	
Career/Hotels at Home/3. HaH EU/Product Files/MAN/New products 2022/FR/MAN_import_simples_not_visible_FR.xlsx	ok	0	0			3	
Career/Hotels at Home/3. HaH EU/Product Files/MAN/New products 2022/MAN_import_upsells.xlsx	ok	0	0			1356	
Career/Hotels at Home/3. HaH EU/Product Files/MAN/Translations for opt-in terms.xlsx	ok	0	0			3	
Career/Hotels at Home/3. HaH EU/Product Files/MAREU/104 Product.xlsx	ok	0	0			1432	
Career/Hotels at Home/3. HaH EU/Product Files/MAREU/108H Product-EN.xlsx	ok	0	0			7636	
Career/Hotels at Home/3. HaH EU/Product Files/MAREU/108H Product.xlsx	ok	0	0			1347	
Career/Hotels at Home/3. HaH EU/Product Files/MAREU/1210kit.xlsx	ok	0	0			25	
Career/Hotels at Home/3. HaH EU/Product Files/MAREU/Attributes for Modification.xlsx	ok	0	0			1725	
Career/Hotels at Home/3. HaH EU/Product Files/MAREU/Avalara Update.xlsx	ok	0	0			26	
Career/Hotels at Home/3. HaH EU/Product Files/MAREU/Bedding Sets.xlsx	ok	0	0			1312	
Career/Hotels at Home/3. HaH EU/Product Files/MAREU/Categories by Language.xlsx	ok	0	0			1486	
Career/Hotels at Home/3. HaH EU/Product Files/MAREU/Categories.xlsx	ok	0	0			1373	
Career/Hotels at Home/3. HaH EU/Product Files/MAREU/Categories_DE.xlsx	ok	0	0			1651	
Career/Hotels at Home/3. HaH EU/Product Files/MAREU/Categories_EN.xlsx	ok	0	0			1444	
Career/Hotels at Home/3. HaH EU/Product Files/MAREU/Categories_ES.xlsx	ok	0	0			1345	
Career/Hotels at Home/3. HaH EU/Product Files/MAREU/Categories_FR.xlsx	ok	0	0			1437	
Career/Hotels at Home/3. HaH EU/Product Files/MAREU/EU Provided HSCode + Country - Corrected.xlsx	ok	0	0			1274	
Career/Hotels at Home/3. HaH EU/Product Files/MAREU/EU Provided HSCode + Country.xlsx	ok	0	0			21	
Career/Hotels at Home/3. HaH EU/Product Files/MAREU/EU Provided HSCode.xlsx	ok	0	0			1454	
Career/Hotels at Home/3. HaH EU/Product Files/MAREU/HSCode + Category Lookup v2.xlsx	ok	0	0			29	
Career/Hotels at Home/3. HaH EU/Product Files/MAREU/HSCode + Category Lookup v3.xlsx	ok	0	0			1402	
Career/Hotels at Home/3. HaH EU/Product Files/MAREU/HSCode + Category Lookup v4.xlsx	ok	0	0			25	
Career/Hotels at Home/3. HaH EU/Product Files/MAREU/HSCode + Category Lookup.xlsx	ok	0	0			1376	
Career/Hotels at Home/3. HaH EU/Product Files/MAREU/Image Uploads/Simple Products - Images.xlsx	ok	0	0			1902	
Career/Hotels at Home/3. HaH EU/Product Files/MAREU/Image Uploads/test.xlsx	ok	0	0			8	
Career/Hotels at Home/3. HaH EU/Product Files/MAREU/MAREU-103.xlsx	ok	0	0			5	
Career/Hotels at Home/3. HaH EU/Product Files/MAREU/MAREU-124.xlsx	ok	0	0			19	
Career/Hotels at Home/3. HaH EU/Product Files/MAREU/MAREU-126.xlsx	ok	0	0			1578	
Career/Hotels at Home/3. HaH EU/Product Files/MAREU/MAREU-171-05.xlsx	ok	0	0			10	
Career/Hotels at Home/3. HaH EU/Product Files/MAREU/MAREU_1210.xlsx	ok	0	0			1747	
Career/Hotels at Home/3. HaH EU/Product Files/MAREU/MAREU_320-01-SET.xlsx	ok	0	0			1378	
Career/Hotels at Home/3. HaH EU/Product Files/MAREU/MAREU_320-01-SET_Single.xlsx	ok	0	0			1327	
Career/Hotels at Home/3. HaH EU/Product Files/MAREU/MAREU_Configurable_Products.xlsx	ok	0	0			246	
Career/Hotels at Home/3. HaH EU/Product Files/MAREU/MAREU_Configurable_Products_103.xlsx	ok	0	0			1286	
Career/Hotels at Home/3. HaH EU/Product Files/MAREU/MAREU_Configurable_Products_126.xlsx	ok	0	0			29	
Career/Hotels at Home/3. HaH EU/Product Files/MAREU/MAREU_Configurable_Products_HSCODE.xlsx	ok	0	0			1446	
Career/Hotels at Home/3. HaH EU/Product Files/MAREU/MAREU_Configurable_Products_top.xlsx	ok	0	0			1387	
Career/Hotels at Home/3. HaH EU/Product Files/MAREU/MAREU_DE/MAREU_import_configurable_DE.xlsx	ok	0	0			1256	
Career/Hotels at Home/3. HaH EU/Product Files/MAREU/MAREU_DE/MAREU_import_grouped_DE.xlsx	ok	0	0			11	
Career/Hotels at Home/3. HaH EU/Product Files/MAREU/MAREU_DE/MAREU_import_kit_configurable_DE.xlsx	ok	0	0			1622	
Career/Hotels at Home/3. HaH EU/Product Files/MAREU/MAREU_DE/MAREU_import_simples_cat_search_DE.xlsx	ok	0	0			31	
Career/Hotels at Home/3. HaH EU/Product Files/MAREU/MAREU_DE/MAREU_import_simples_not_visible_DE.xlsx	ok	0	0			20	
Career/Hotels at Home/3. HaH EU/Product Files/MAREU/MAREU_EN/MAREU_import_configurable_EN.xlsx	ok	0	0			1317	
Career/Hotels at Home/3. HaH EU/Product Files/MAREU/MAREU_EN/MAREU_import_grouped_EN.xlsx	ok	0	0			28	
Career/Hotels at Home/3. HaH EU/Product Files/MAREU/MAREU_EN/MAREU_import_kit_configurable_EN.xlsx	ok	0	0			7	
Career/Hotels at Home/3. HaH EU/Product Files/MAREU/MAREU_EN/MAREU_import_related_skus.xlsx	ok	0	0			2	
Career/Hotels at Home/3. HaH EU/Product Files/MAREU/MAREU_EN/MAREU_import_simples_cat_search_EN.xlsx	ok	0	0			1521	
Career/Hotels at Home/3. HaH EU/Product Files/MAREU/MAREU_EN/MAREU_import_simples_not_visible_EN.xlsx	ok	0	0			35	
Career/Hotels at Home/3. HaH EU/Product Files/MAREU/MAREU_EN/MAREU_import_ymal.xlsx	ok	0	0			1524	
Career/Hotels at Home/3. HaH EU/Product Files/MAREU/MAREU_ES/MAREU_import_configurable_ES.xlsx	ok	0	0			1540	
Career/Hotels at Home/3. HaH EU/Product Files/MAREU/MAREU_ES/MAREU_import_grouped_ES.xlsx	ok	0	0			19	
Career/Hotels at Home/3. HaH EU/Product Files/MAREU/MAREU_ES/MAREU_import_kit_configurable_ES.xlsx	ok	0	0			6	
Career/Hotels at Home/3. HaH EU/Product Files/MAREU/MAREU_ES/MAREU_import_simples_cat_search_ES.xlsx	ok	0	0			14	
Career/Hotels at Home/3. HaH EU/Product Files/MAREU/MAREU_ES/MAREU_import_simples_not_visible_ES.xlsx	ok	0	0			16	
Career/Hotels at Home/3. HaH EU/Product Files/MAREU/MAREU_FR/MAREU_import_configurable_FR.xlsx	ok	0	0			14	
Career/Hotels at Home/3. HaH EU/Product Files/MAREU/MAREU_FR/MAREU_import_grouped_FR.xlsx	ok	0	0			11	
Career/Hotels at Home/3. HaH EU/Product Files/MAREU/MAREU_FR/MAREU_import_kit_configurable_FR.xlsx	ok	0	0			11	
Career/Hotels at Home/3. HaH EU/Product Files/MAREU/MAREU_FR/MAREU_import_simples_cat_search_FR.xlsx	ok	0	0			11	
Career/Hotels at Home/3. HaH EU/Product Files/MAREU/MAREU_FR/MAREU_import_simples_not_visible_FR.xlsx	ok	0	0			15	
Career/Hotels at Home/3. HaH EU/Product Files/MAREU/MAREU_Simple_Products.xlsx	ok	0	0			1509	
Career/Hotels at Home/3. HaH EU/Product Files/MAREU/MAREU_Simple_Products_HSCODE.xlsx	ok	0	0			1349	
Career/Hotels at Home/3. HaH EU/Product Files/MAREU/MAREU_Upsell_String.xlsx	ok	0	0			1624	
Career/Hotels at Home/3. HaH EU/Product Files/MAREU/MAREU_kits.xlsx	ok	0	0			3546	
Career/Hotels at Home/3. HaH EU/Product Files/MAREU/MAREU_kits_HSCODE.xlsx	ok	0	0			1402	
Career/Hotels at Home/3. HaH EU/Product Files/MAREU/MAREU_kits_HSCODE_NONAME.xlsx	ok	0	0			1433	
Career/Hotels at Home/3. HaH EU/Product Files/MAREU/MAREU_kits_HSCODE_NONAME_tightupdate.xlsx	ok	0	0			37	
Career/Hotels at Home/3. HaH EU/Product Files/MAREU/MAREU_kits_original.xlsx	ok	0	0			798	
Career/Hotels at Home/3. HaH EU/Product Files/MAREU/Mis-Languaged Products.xlsx	ok	0	0			7366	
Career/Hotels at Home/3. HaH EU/Product Files/MAREU/Multistore Category Builder.xlsx	ok	0	0			1758	
Career/Hotels at Home/3. HaH EU/Product Files/MAREU/What we sell.xlsx	ok	0	0			77	
Career/Hotels at Home/3. HaH EU/Product Files/MAREU/bedding sets updated.xlsx	ok	0	0			97	
Career/Hotels at Home/3. HaH EU/Product Files/MAREU/configurable.xlsx	ok	0	0			62	
Career/Hotels at Home/3. HaH EU/Product Files/MAREU/configurable_hs_vars.xlsx	ok	0	0			6	
Career/Hotels at Home/3. HaH EU/Product Files/MAREU/configurables.xlsx	ok	0	0			226	
Career/Hotels at Home/3. HaH EU/Product Files/MAREU/default.xlsx	ok	0	0			111	
Career/Hotels at Home/3. HaH EU/Product Files/MAREU/hemstitch udpate.xlsx	ok	0	0			1435	
Career/Hotels at Home/3. HaH EU/Product Files/MAREU/href_lang category.xlsx	ok	0	0			25	
Career/Hotels at Home/3. HaH EU/Product Files/MAREU/image update.xlsx	ok	0	0			29	
